Sección	Palabra/Frase	Detalles
Variantes Regionales	Pronunciación de Ll/Y en Argentina	"<div style=""text-align: left; width: 100%;"">• <b>Característica</b>: Sonido ""sh"" (/ʃ/) para ""ll"" y ""y""<br><br>• <b>Ejemplo</b>: ""Llego"" pronunciado como ""shego""<br><br>• <b>Fenómeno</b>: ""Sheísmo"" o ""yeísmo rehilado""</div>"
Variantes Regionales	Vocabulario argentino: Indumentaria	"<div style=""text-align: left; width: 100%;"">• <b>""Pulóver"" / ""Buzo""</b>: Suéter, jersey (sweater)<br><br>• <b>Ejemplo</b>: ""Llevá un buzo que va a hacer frío"" (Take a sweater because it's going to be cold)</div>"
Variantes Regionales	Vocabulario argentino: Dinero	"<div style=""text-align: left; width: 100%;"">• <b>""Biyuya""</b>: Money (colloquial)<br><br>• <b>Ejemplo</b>: ""No tengo biyuya para salir este fin de semana"" (I don't have money to go out this weekend)</div>"
Variantes Regionales	Vocabulario argentino: Personas	"<div style=""text-align: left; width: 100%;"">• <b>""Pibe"" / ""Piba""</b>: Chico/a, joven (kid, young person)<br><br>• <b>Ejemplo</b>: ""Los pibes están jugando en la plaza"" (The kids are playing in the square)</div>"
Variantes Regionales	Vocabulario argentino: Estados	"<div style=""text-align: left; width: 100%;"">• <b>""Fiaca""</b>: Pereza, desgana (laziness)<br><br>• <b>Ejemplo</b>: ""Hoy tengo fiaca, no quiero salir de casa"" (Today I feel lazy, I don't want to leave the house)</div>"
Variantes Regionales	Vocabulario argentino: Situaciones	"<div style=""text-align: left; width: 100%;"">• <b>""Cambalache""</b>: Desorden, confusión (mess, chaos)<br><br>• <b>Ejemplo</b>: ""La habitación es un cambalache"" (The room is a mess)</div>"
Variantes Regionales	Vocabulario argentino: Autenticidad	"<div style=""text-align: left; width: 100%;"">• <b>""Trucho/a""</b>: Falso, de mala calidad (fake, low quality)<br><br>• <b>Ejemplo</b>: ""El reloj que compré es trucho"" (The watch I bought is fake)<br><br>• <b>""Hacerse el trucha""</b>: Hacerse el listo (to act smart)</div>"
Variantes Regionales	Vocabulario argentino: Tecnología	"<div style=""text-align: left; width: 100%;"">• <b>""Auriculares""</b>: Headphones (Argentina)<br><br>• <b>""Audífonos""</b>: Headphones (otros países hispanohablantes)<br><br>• <b>Ejemplo</b>: ""Me compré unos auriculares nuevos"" (I bought new headphones)</div>"
Variantes Regionales	Vocabulario argentino: Gastronomía	"<div style=""text-align: left; width: 100%;"">• <b>""Un Feca""</b>: Un café (coffee)<br><br>• <b>Ejemplo</b>: ""Vamos a tomar un feca"" (Let's have a coffee)</div>"
Variantes Regionales	Arruchar (Argentina)	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Aplastar, apretar, acurrucarse<br><br>• <b>Traducción</b>: To squish, to cuddle, to curl up<br><br>• <b>Ejemplo</b>: ""Se arruchó contra mí para entrar en calor"" (He/she cuddled up against me to warm up)</div>"
Términos Educativos	Jardín de infantes/Jardín	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Nivel educativo para niños de 3-5 años<br><br>• <b>Traducción</b>: Kindergarten, preschool<br><br>• <b>Ejemplo</b>: ""Mi hijo va al jardín de infantes"" (My son goes to kindergarten)</div>"
Términos Educativos	Colonias de natación	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Programas intensivos de natación en vacaciones<br><br>• <b>Traducción</b>: Swimming camps/schools<br><br>• <b>Ejemplo</b>: ""En verano asistía a las colonias de natación"" (In summer he/she attended swimming camps)</div>"
Términos Educativos	Éramos chicas	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Expresión de juventud pasada (femenino)<br><br>• <b>Traducción</b>: We were young girls<br><br>• <b>Ejemplo</b>: ""Cuando éramos chicas, jugábamos en la plaza"" (When we were girls, we used to play in the square)</div>"
Términos Educativos	Cobro/Cobrar	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Recaudación de pagos por servicios<br><br>• <b>Traducción</b>: Collection/To collect payment<br><br>• <b>Ejemplo</b>: ""El cobro de la matrícula es en secretaría"" (Tuition payment collection is in the secretary's office)</div>"
Términos Educativos	Directivos	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Personal de dirección en institución educativa<br><br>• <b>Traducción</b>: Administrators, directors<br><br>• <b>Ejemplo</b>: ""Los directivos decidieron suspender las clases"" (The administrators decided to cancel classes)</div>"
Términos Educativos	Promedio	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Media aritmética de calificaciones<br><br>• <b>Traducción</b>: Average, grade point average<br><br>• <b>Ejemplo</b>: ""Necesito un ocho para mantener el promedio"" (I need an eight to maintain my average)</div>"
Términos Educativos	Tacha	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Marca que indica error o ausencia<br><br>• <b>Traducción</b>: Cross-out, mark<br><br>• <b>Ejemplo</b>: ""El profesor puso una tacha en mi respuesta incorrecta"" (The teacher put a mark on my incorrect answer)</div>"
Términos Educativos	Desnivel	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Diferencia de altura en una superficie<br><br>• <b>Traducción</b>: Unevenness, drop, slope<br><br>• <b>Ejemplo</b>: ""Cuidado con el desnivel al entrar al aula"" (Be careful with the uneven surface when entering the classroom)</div>"
Términos Educativos	Tocamos feriado	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Coincidimos con un día festivo<br><br>• <b>Traducción</b>: We happen to have a holiday<br><br>• <b>Ejemplo</b>: ""Este lunes tocamos feriado, no hay clases"" (This Monday is a holiday, there are no classes)</div>"
Términos Educativos	No es tan continua	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: No ocurre con regularidad constante<br><br>• <b>Traducción</b>: It's not so continuous/regular<br><br>• <b>Ejemplo</b>: ""La asistencia no es tan continua durante el invierno"" (Attendance is not so regular during winter)</div>"
Términos Educativos	Ha estado volviéndose	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Proceso gradual que comenzó en el pasado y continúa<br><br>• <b>Traducción</b>: It has been becoming<br><br>• <b>Ejemplo</b>: ""La educación ha estado volviéndose más tecnológica"" (Education has been becoming more technological)</div>"
Actividad Física	Entrenamiento con pesas	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Ejercicio físico que utiliza resistencia para desarrollar fuerza y musculatura<br><br>• <b>Traducción</b>: Weight training<br><br>• <b>Ejemplos</b>:<br> - <i>""Hago entrenamiento con pesas tres veces por semana""</i> (I do weight training three times a week)<br> - <i>""El entrenamiento con pesas ha mejorado mi postura""</i> (Weight training has improved my posture)</div>"
Actividad Física	Acondicionamiento	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Preparación física general para mejorar salud y rendimiento<br><br>• <b>Traducción</b>: Conditioning<br><br>• <b>Ejemplos</b>:<br> - <i>""Sesión de acondicionamiento físico""</i> (Physical conditioning session)<br> - <i>""Clases de acondicionamiento cardiovascular""</i> (Cardiovascular conditioning classes)</div>"
Actividad Física	Alzar pesos	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Acción de levantar elementos pesados como forma de ejercicio<br><br>• <b>Traducción</b>: Lifting weights<br><br>• <b>Ejemplos</b>:<br> - <i>""Alzar pesos regularmente fortalece los músculos""</i> (Lifting weights regularly strengthens muscles)<br> - <i>""No alces pesos sin calentar primero""</i> (Don't lift weights without warming up first)</div>"
Actividad Física	Rondas / ciclos	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Series repetidas de ejercicios en entrenamiento<br><br>• <b>Traducción</b>: Rounds / cycles<br><br>• <b>Ejemplos</b>:<br> - <i>""Hice cuatro rondas de ejercicios""</i> (I did four rounds of exercises)<br> - <i>""Este programa tiene ciclos de tres semanas""</i> (This program has three-week cycles)</div>"
Actividad Física	Caminadora	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Máquina de ejercicio para caminar o correr sin desplazarse<br><br>• <b>Traducción</b>: Treadmill<br><br>• <b>Ejemplos</b>:<br> - <i>""Empecé con 20 minutos en la caminadora""</i> (I started with 20 minutes on the treadmill)<br> - <i>""La caminadora tiene diferentes niveles de inclinación""</i> (The treadmill has different incline levels)</div>"
Actividad Física	Trabajar duro	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Realizar esfuerzo físico o mental intenso<br><br>• <b>Traducción</b>: To work hard<br><br>• <b>Ejemplos</b>:<br> - <i>""Hay que trabajar duro para ver resultados""</i> (You have to work hard to see results)<br> - <i>""El equipo trabajó duro durante toda la temporada""</i> (The team worked hard throughout the season)</div>"
Actividad Física	Dependiendo de cuán duro jalas	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Según la intensidad del esfuerzo realizado<br><br>• <b>Traducción</b>: Depending on how hard you pull<br><br>• <b>Ejemplos</b>:<br> - <i>""Los resultados varían dependiendo de cuán duro jalas en cada ejercicio""</i> (Results vary depending on how hard you pull in each exercise)</div>"
Actividad Física	"Uso de ""cuán"""	"<div style=""text-align: left; width: 100%;"">• <b>Función</b>: Expresar intensidad delante de adjetivos o adverbios<br><br>• <b>Traducción</b>: ""How"" (in expressions of intensity)<br><br>• <b>Equivalente coloquial</b>: ""Qué tan""<br><br>• <b>Estructura</b>: ""Cuán + adjetivo/adverbio""<br><br>• <b>Ejemplos correctos</b>:<br> - <b>""¡Cuán grande es este lugar!"" - <i>""How big this place is!""</i><br> - <i>""No sabes cuán importante fue tu ayuda""</i> - <i>""You don't know how important your help was""</i><br><br>• Usos incorrectos (para sustantivos se usa ""cuánto"")</b>:<br> - ❌ ""Cuán dinero necesitas""<br> - ✅ ""Cuánto dinero necesitas"" - <i>""How much money do you need""</i></div>"
Expresiones de Obligación	Ya toca que...	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Ha llegado el momento de que ocurra algo<br><br>• <b>Traducción</b>: It's time that..., It's about time that...<br><br>• <b>Ejemplos</b>:<br> - <i>""Ya toca que se responsabilice de sus cosas""</i> (It's time for him/her to take responsibility for his/her things)</div>"
Expresiones de Adición	Y encima / Y aparte / Además / También	"<div style=""text-align: left; width: 100%;"">• <b>Significados</b>:<br> - <b>""Y encima""</b>: Añade algo negativo sobre lo ya mencionado (And on top of that)<br> - <b>""Y aparte""</b>: Añade información complementaria (And besides)<br> - <b>""Además""</b>: Forma neutral de añadir información (Furthermore, moreover)<br> - <b>""También""</b>: Indica inclusión simple (Also, too)<br><br>• <b>Ejemplos</b>:<br> - <i>""Es inteligente y encima guapa""</i> (She's intelligent and on top of that beautiful)</div>"
Verbos de Difusión	Regar (información)	"<div style=""text-align: left; width: 100%;"">• <b>Significado figurado</b>: Difundir, esparcir (especialmente noticias o información)<br><br>• <b>Traducción</b>: To spread (information)<br><br>• <b>Ejemplo</b>: ""La noticia que se regó por to</div>"
Actividad Física	Entrenamiento con pesas	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Ejercicio físico que utiliza resistencia para desarrollar fuerza y musculatura<br><br>• <b>Traducción</b>: Weight training<br><br>• <b>Ejemplos</b>:<br> - <i>""Hago entrenamiento con pesas tres veces por semana""</i> (I do weight training three times a week)<br> - <i>""El entrenamiento con pesas ha mejorado mi postura""</i> (Weight training has improved my posture)</div>"
Actividad Física	Acondicionamiento	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Preparación física general para mejorar salud y rendimiento<br><br>• <b>Traducción</b>: Conditioning<br><br>• <b>Ejemplos</b>:<br> - <i>""Sesión de acondicionamiento físico""</i> (Physical conditioning session)<br> - <i>""Clases de acondicionamiento cardiovascular""</i> (Cardiovascular conditioning classes)</div>"
Actividad Física	Alzar pesos	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Acción de levantar elementos pesados como forma de ejercicio<br><br>• <b>Traducción</b>: Lifting weights<br><br>• <b>Ejemplos</b>:<br> - <i>""Alzar pesos regularmente fortalece los músculos""</i> (Lifting weights regularly strengthens muscles)<br> - <i>""No alces pesos sin calentar primero""</i> (Don't lift weights without warming up first)</div>"
Actividad Física	Rondas / ciclos	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Series repetidas de ejercicios en entrenamiento<br><br>• <b>Traducción</b>: Rounds / cycles<br><br>• <b>Ejemplos</b>:<br> - <i>""Hice cuatro rondas de ejercicios""</i> (I did four rounds of exercises)<br> - <i>""Este programa tiene ciclos de tres semanas""</i> (This program has three-week cycles)</div>"
Actividad Física	Caminadora	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Máquina de ejercicio para caminar o correr sin desplazarse<br><br>• <b>Traducción</b>: Treadmill<br><br>• <b>Ejemplos</b>:<br> - <i>""Empecé con 20 minutos en la caminadora""</i> (I started with 20 minutes on the treadmill)<br> - <i>""La caminadora tiene diferentes niveles de inclinación""</i> (The treadmill has different incline levels)</div>"
Actividad Física	Trabajar duro	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Realizar esfuerzo físico o mental intenso<br><br>• <b>Traducción</b>: To work hard<br><br>• <b>Ejemplos</b>:<br> - <i>""Hay que trabajar duro para ver resultados""</i> (You have to work hard to see results)<br> - <i>""El equipo trabajó duro durante toda la temporada""</i> (The team worked hard throughout the season)</div>"
Actividad Física	Dependiendo de cuán duro jalas	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Según la intensidad del esfuerzo realizado<br><br>• <b>Traducción</b>: Depending on how hard you pull<br><br>• <b>Ejemplos</b>:<br> - <i>""Los resultados varían dependiendo de cuán duro jalas en cada ejercicio""</i> (Results vary depending on how hard you pull in each exercise)<br> - <i>""Sentirás diferentes músculos dependiendo de cuán duro jalas la máquina""</i> (You'll feel different muscles depending on how hard you pull the machine)</div>"
Actividad Física	"Uso de ""cuán"""	"<div style=""text-align: left; width: 100%;"">• <b>Función</b>: Expresar intensidad delante de adjetivos o adverbios<br><br>• <b>Traducción</b>: ""How"" (in expressions of intensity)<br><br>• <b>Equivalente coloquial</b>: ""Qué tan""<br><br>• <b>Estructura</b>: ""Cuán + adjetivo/adverbio""<br><br>• <b>Ejemplos correctos</b>:<br> - <b>""¡Cuán grande es este lugar!"" - <i>""How big this place is!""</i> (equivale a ""¡Qué tan grande!"")<br> - <i>""No sabes cuán importante fue tu ayuda""</i> - <i>""You don't know how important your help was""</i><br> - <i>""Descubrí cuán rápido pasa el tiempo""</i> - <i>""I discovered how quickly time passes""</i><br><br>• Usos incorrectos (para sustantivos se usa ""cuánto"")</b>:<br> - ❌ ""Cuán dinero necesitas""<br> - ✅ ""Cuánto dinero necesitas"" - <i>""How much money do you need""</i></div>"
Expresiones de Obligación	Ya toca que...	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Ha llegado el momento de que ocurra algo<br><br>• <b>Traducción</b>: It's time that..., It's about time that...<br><br>• <b>Ejemplos</b>:<br> - <i>""Ya toca que se responsabilice de sus cosas""</i> (It's time for him/her to take responsibility for his/her things)<br> - <i>""Ya toca que asumamos nuestros errores""</i> (It's time for us to own up to our mistakes)</div>"
Expresiones de Adición	Y encima / Y aparte / Además / También	"<div style=""text-align: left; width: 100%;"">• <b>Significados</b>:<br> - <b>""Y encima""</b>: Añade algo negativo sobre lo ya mencionado (And on top of that)<br> - <b>""Y aparte""</b>: Añade información complementaria (And besides)<br> - <b>""Además""</b>: Forma neutral de añadir información (Furthermore, moreover)<br> - <b>""También""</b>: Indica inclusión simple (Also, too)<br><br>• <b>Ejemplos</b>:<br> - <i>""Lo que me faltaba, aparte de tarada, paralítica""</i> (Just what I needed, besides being crazy, now paralyzed)<br> - <i>""Es inteligente y encima guapa""</i> (She's intelligent and on top of that beautiful)<br> - <i>""Con unas piernas y unas pompis de concurso y aparte es adivina""</i> (With competition-worthy legs and buttocks and besides she's psychic)</div>"
Expresiones de Obligación	Me parece que ... hacerlo a ti	"<div style=""text-align: left; width: 100%;"">• <b>Estructura completada</b>: ""Me parece que te toca hacerlo a ti""<br><br>• <b>Traducción</b>: I think it's your turn to do it<br><br>• <b>Significado</b>: Sugerencia de que corresponde a otra persona realizar una acción<br><br>• <b>Ejemplos</b>:<br> - <i>""Me parece que te toca hacerlo a ti esta vez""</i> (I think it's your turn to do it this time)<br> - <i>""Me parece que le toca hacerlo a él ahora""</i> (I think it's his turn to do it now)</div>"
Verbos de Difusión	Regar (información)	"<div style=""text-align: left; width: 100%;"">• <b>Significado figurado</b>: Difundir, esparcir (especialmente noticias o información)<br><br>• <b>Traducción</b>: To spread (information)<br><br>• <b>Ejemplo</b>: ""La noticia que se regó por todo el pueblo"" (The news that spread throughout the town)<br><br>• <b>Contexto</b>: Coloquial, usado principalmente en Latinoamérica</div>"
Expresiones de Olvido	Las tenía hace un momento	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Expresión usada al buscar algo recién extraviado<br><br>• <b>Traducción</b>: I had them just a moment ago<br><br>• <b>Ejemplo</b>: ""Las llaves... las tenía hace un momento"" (The keys... I had them just a moment ago)</div>"
Expresiones de Olvido	Es común que se te olviden tus llaves / Es común olvidarte tus llaves	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Expresar la frecuencia de un olvido específico<br><br>• <b>Traducción</b>: It's common for you to forget your keys<br><br>• <b>Variantes</b>:<br> - <b>""Se te olviden""</b>: Forma con subjuntivo, más formal<br> - <b>""Olvidarte""</b>: Infinitivo con pronombre, más coloquial</div>"
Términos de Entretenimiento	La Casa de Papel	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Serie de televisión española popular<br><br>• <b>Traducción</b>: Money Heist (English title)<br><br>• <b>Contexto</b>: Referencia cultural contemporánea</div>"
Expresiones de Cambio	Repentino vs. De repente	"<div style=""text-align: left; width: 100%;"">• <b>""Repentino""</b>: Adjetivo que califica algo súbito (sudden - <b>adjective)<br> - Ejemplo</b>: ""Un cambio repentino"" (A sudden change)<br><br>• <b>""De repente""</b>: Locución adverbial que indica acción súbita (suddenly - <b>adverb)<br> - Ejemplo</b>: ""De repente, comenzó a llover"" (Suddenly, it started to rain)</div>"
Expresiones de Motivación	Poner/Dar a motivar	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Inspirar, animar a alguien<br><br>• <b>Traducción</b>: To motivate, to inspire<br><br>• <b>Ejemplos</b>:<br> - <i>""El discurso nos puso a motivar""</i> (The speech motivated us)<br> - <i>""La coach dio a motivar al equipo""</i> (The coach motivated the team)</div>"
Expresiones de Acción	Prendí la cámara	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Encender o activar un dispositivo electrónico<br><br>• <b>Traducción</b>: I turned on the camera<br><br>• <b>Notas regionales</b>: ""Prender"" es más común en Latinoamérica, ""encender"" en España</div>"
Expresiones de Acción	Prender vs. Mostrar	"<div style=""text-align: left; width: 100%;"">• <b>""Prender""</b>: Encender, activar (to turn on)<br> - <b>Ejemplo</b>: ""Prendí la televisión"" (I turned on the TV)<br><br>• <b>""Mostrar""</b>: Exhibir, enseñar (to show)<br> - <b>Ejemplo</b>: ""Mostró sus fotos de vacaciones"" (He/she showed his/her vacation photos)</div>"
Expresiones de Oportunidad	Chance	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Oportunidad, posibilidad<br><br>• <b>Traducción</b>: Chance, opportunity<br><br>• <b>Ejemplos</b>:<br> - <b>""Dame un chance de explicarte"" (Give me a chance to explain to you)<br> - <i>""¿Hay chance de terminar hoy?""</i> (Is there a chance to finish today?)<br><br>• Uso</b>: Coloquial, común en México y varios países latinoamericanos</div>"
Expresiones Figuradas	Libro abierto	"<div style=""text-align: left; width: 100%;"">• <b>Significado figurado</b>: Persona transparente, sin secretos<br><br>• <b>Traducción</b>: Open book (same figurative meaning in English)<br><br>• <b>Ejemplo</b>: ""Mi vida es un libro abierto"" (My life is an open book)</div>"
Expresiones de Apoyo	Aportar vs. Apoyar	"<div style=""text-align: left; width: 100%;"">• <b>""Aportar""</b>: Contribuir, dar algo valioso (to contribute)<br> - <b>Ejemplo</b>: ""Aporta ideas innovadoras al proyecto"" (He/she contributes innovative ideas to the project)<br><br>• <b>""Apoyar""</b>: Respaldar, dar soporte (to support)<br> - <b>Ejemplo</b>: ""Apoya a su equipo en momentos difíciles"" (He/she supports his/her team in difficult times)</div>"
Expresiones de Apoyo	Proporcionar	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Proveer, suministrar<br><br>• <b>Traducción</b>: To provide, to supply<br><br>• <b>Ejemplos</b>:<br> - <i>""Proporcionar información detallada""</i> (To provide detailed information)<br> - <i>""El gobierno proporciona servicios básicos""</i> (The government provides basic services)</div>"
Expresiones de Retraso	Se retrasaba / Atrasar / Posponer	"<div style=""text-align: left; width: 100%;"">• <b>""Se retrasaba""</b>: Acción continua en el pasado de demorarse (He/she was running late)<br> - <b>Ejemplo</b>: ""Siempre se retrasaba para las reuniones"" (He/she was always late for meetings)<br><br>• <b>""Atrasar""</b>: Hacer que algo ocurra más tarde (to delay)<br> - <b>Ejemplo</b>: ""Atrasaron la fecha de entrega"" (They delayed the delivery date)<br><br>• <b>""Posponer""</b>: Cambiar para una fecha posterior (to postpone)<br> - <b>Ejemplo</b>: ""Posponer la boda por mal tiempo"" (To postpone the wedding due to bad weather)</div>"
Términos Académicos	Dar evaluaciones	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Realizar pruebas o examinar conocimientos<br><br>• <b>Traducción</b>: To give tests/evaluations<br><br>• <b>Ejemplo</b>: ""El profesor da evaluaciones cada mes"" (The professor gives tests every month)</div>"
Términos Académicos	Proporcionar vs. Dar	"<div style=""text-align: left; width: 100%;"">• <b>""Proporcionar""</b>: Más formal, implica provisión adecuada (to provide - <b>formal)<br> - Ejemplo</b>: ""Proporcionar recursos educativos"" (To provide educational resources)<br><br>• <b>""Dar""</b>: Más general y coloquial (to give - <b>general)<br> - Ejemplo</b>: ""Dar una clase"" (To give a class)</div>"
Expresiones de Movimiento	Yo me iba	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Expresión de movimiento o acción habitual en el pasado<br><br>• <b>Traducción</b>: I used to go, I was going<br><br>• <b>Ejemplo</b>: ""Yo me iba temprano a la escuela"" (I used to go to school early)</div>"
Términos de Mobiliario	La parte de sillas	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Sección o área donde se encuentran las sillas<br><br>• <b>Traducción</b>: The seating area, the chair section<br><br>• <b>Ejemplo</b>: ""La ceremonia será en la parte de sillas del auditorio"" (The ceremony will be in the seating area of the auditorium)</div>"
Términos de Mobiliario	Mesa doble	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Mesa para dos personas o de doble tamaño<br><br>• <b>Traducción</b>: Double desk, two-person table<br><br>• <b>Ejemplo</b>: ""Los estudiantes se sientan en mesas dobles"" (The students sit at double desks)</div>"
Términos de Mobiliario	Pupitre	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Mueble escolar con superficie para escribir y espacio para guardar útiles<br><br>• <b>Traducción</b>: School desk<br><br>• <b>Ejemplo</b>: ""Cada alumno tiene su pupitre"" (Each student has their desk)</div>"
Profesiones y Espacios	Acompañante	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Persona que va con otra como apoyo o compañía<br><br>• <b>Traducción</b>: Companion, escort<br><br>• <b>Ejemplo</b>: ""El paciente vino con un acompañante"" (The patient came with a companion)</div>"
Profesiones y Espacios	Consultorio	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Oficina donde profesionales (médicos, psicólogos) atienden<br><br>• <b>Traducción</b>: Office, practice (medical/professional)<br><br>• <b>Ejemplo</b>: ""El médico atiende en su consultorio"" (The doctor sees patients in his office)</div>"
Profesiones y Espacios	Gabinete psicológico	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Despacho profesional de un psicólogo<br><br>• <b>Traducción</b>: Psychologist's office, psychology practice<br><br>• <b>Ejemplo</b>: ""Tiene cita en el gabinete psicológico"" (He/she has an appointment at the psychology office)</div>"
Carreras y Profesiones	Salida laboral	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Oportunidades de empleo en determinado campo<br><br>• <b>Traducción</b>: Job prospects, employment opportunities<br><br>• <b>Ejemplo</b>: ""Esa carrera tiene buena salida laboral"" (That career has good job prospects)</div>"
Carreras y Profesiones	Humanísticos	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Relacionado con las humanidades<br><br>• <b>Traducción</b>: Humanistic, humanities-related<br><br>• <b>Ejemplo</b>: ""Estudios humanísticos"" (Humanistic studies)</div>"
Carreras y Profesiones	Histología	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Estudio de los tejidos orgánicos<br><br>• <b>Traducción</b>: Histology<br><br>• <b>Ejemplo</b>: ""Clase de histología en medicina"" (Histology class in medicine)</div>"
Carreras y Profesiones	Tener mucho contacto	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Interactuar frecuentemente<br><br>• <b>Traducción</b>: To have a lot of contact/interaction<br><br>• <b>Ejemplo</b>: ""En ese trabajo tienes mucho contacto con el público"" (In that job you have a lot of contact with the public)</div>"
Carreras y Profesiones	Siendo profesor	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: En la función o rol de profesor<br><br>• <b>Traducción</b>: Being a teacher, as a teacher<br><br>• <b>Ejemplo</b>: ""Siendo profesor, debes mantener cierta distancia"" (As a teacher, you must maintain a certain distance)</div>"
Carreras y Profesiones	Tu rango	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Nivel jerárquico o categoría profesional<br><br>• <b>Traducción</b>: Your rank, your position<br><br>• <b>Ejemplo</b>: ""Tu rango en la empresa determina tus responsabilidades"" (Your rank in the company determines your responsibilities)</div>"
Términos Regionales	Arruchar (Argentina)	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Aplastar, apretar, acurrucarse<br><br>• <b>Traducción</b>: To squish, to cuddle, to curl up<br><br>• <b>Ejemplo</b>: ""Se arruchó contra mí para entrar en calor"" (He/she cuddled up against me to warm up)</div>"
Términos Específicos	Interlocutor comprensivo	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Persona que escucha con empatía<br><br>• <b>Traducción</b>: Sympathetic interlocutor, understanding listener<br><br>• <b>Ejemplo</b>: ""Un psicólogo debe ser un interlocutor comprensivo"" (A psychologist should be an understanding listener)</div>"
Términos Específicos	Conocimiento	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Información, sabiduría o familiaridad adquirida<br><br>• <b>Traducción</b>: Knowledge<br><br>• <b>Ejemplo</b>: ""Tiene amplio conocimiento en física"" (He/she has extensive knowledge in physics)</div>"
Términos Específicos	Rubro	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Sector, categoría o área de actividad<br><br>• <b>Traducción</b>: Field, sector, category<br><br>• <b>Ejemplo</b>: ""Trabaja en el rubro de la construcción"" (He/she works in the construction sector)</div>"
Términos Específicos	Ciudadanía	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Condición y derechos de ser ciudadano de un país<br><br>• <b>Traducción</b>: Citizenship<br><br>• <b>Ejemplo</b>: ""Solicitó la ciudadanía española"" (He/she applied for Spanish citizenship)</div>"
Expresiones de Intensidad	Aun así	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: A pesar de eso, no obstante<br><br>• <b>Traducción</b>: Even so, nevertheless<br><br>• <b>Ejemplo</b>: ""Estaba cansado, aun así continuó trabajando"" (He was tired, even so he continued working)</div>"
Expresiones de Intensidad	Sumamente	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: En grado extremo, muy<br><br>• <b>Traducción</b>: Extremely, highly<br><br>• <b>Ejemplo</b>: ""Estoy sumamente agradecido por tu ayuda"" (I am extremely grateful for your help)</div>"
