Sección,Palabra/Frase,Detalles
Expresiones de Petición,Debo vs. Me toca,"• ""Debo"": Deber moral o responsabilidad (I must/should - moral duty)<br>• ""Me toca"": Turno o correspondencia (It's my turn to - rotation)<br>• Ejemplos:<br> - ""Debo terminar este informe hoy"" (I must finish this report today)<br> - ""Me toca lavar los platos esta noche"" (It's my turn to wash the dishes tonight)"
Expresiones Temporales,Ya se veía venir,"• Significado: Era previsible, se podía anticipar<br>• Traducción: It was foreseeable, you could see it coming<br>• Ejemplo: ""Ya se veía venir la crisis económica"" (You could see the economic crisis coming)"
Expresiones Temporales,Ya era hora,"• Significado: Algo debería haber ocurrido antes<br>• Traducción: It's about time, it was about time<br>• Ejemplo: ""¡Ya era hora de que terminaran las obras!"" (It's about time they finished the construction!)"
Expresiones Temporales,A partir de,"• Significado: Desde un punto temporal o temático en adelante<br>• Traducción: From, starting from<br>• Usos:<br> - Temporal: ""A partir de mañana, comenzaré a hacer ejercicio"" (Starting tomorrow, I'll begin exercising)<br> - Temático: ""A partir de este tema, exploraremos nuevos conceptos"" (From this topic onwards, we'll explore new concepts)"
Expresiones Temporales,Retrasado/Retrasada,"• Significado: Ocurre tarde / Persona que llega tarde<br>• Traducción: Delayed / Late<br>• Ejemplo: ""El tren llega retrasado"" (The train is arriving late)"
Expresiones Temporales,Estancamiento/Estancar,"• Significado: Detener el progreso o avance<br>• Traducción: Stagnation/To stagnate, to halt progress<br>• Ejemplo: ""El proyecto se estancó por falta de fondos"" (The project stagnated due to lack of funds)"
Expresiones Temporales,Selena Gómez habría 'retrasado' durante meses el anuncio de su compromiso por Justin Bieber,• Significado: Selena Gomez habría pospuesto su anuncio de compromiso durante meses debido a Justin Bieber<br>• Traducción: Selena Gomez reportedly delayed her engagement announcement for months because of Justin Bieber
Expresiones de Opinión,Me parece falso/mentira,"• Significado: Expresión de incredulidad o desconfianza<br>• Traducción: It seems false to me/I can't believe it<br>• Ejemplo: ""Me parece mentira que hayan terminado el proyecto tan rápido"" (I can't believe they finished the project so quickly)"
Expresiones de Opinión,Engañoso/a,"• Significado: Algo que induce a error o confusión<br>• Traducción: Misleading, deceptive<br>• Ejemplo: ""La publicidad es engañosa, el producto no funciona como prometen"" (The advertising is misleading, the product doesn't work as promised)"
Expresiones de Opinión,Qué hizo que el examen fuera más difícil,"• Significado: Pregunta sobre factores que aumentaron la dificultad<br>• Traducción: What made the exam more difficult<br>• Ejemplo: ""¿Qué hizo que el examen fuera más difícil este año?"" (What made the exam more difficult this year?)"
Variantes Regionales,Vos = tú,• Significado: Segunda persona singular en español rioplatense<br>• Traducción: You (singular)<br>• Uso: Argentina y otros países latinoamericanos
Variantes Regionales,"Conjugación con ""vos""","• Ser: ""vos sos"" (you are) vs. ""tú eres""<br>• Tener: ""vos tenés"" (you have) vs. ""tú tienes""<br>• Saber: ""vos sabés"" (you know) vs. ""tú sabes""<br>• Querer: ""vos querés"" (you want) vs. ""tú quieres"""
Variantes Regionales,"Uso de ""vos"" con posesivos","• Con ""vos"" se usan: ""te"", ""tu"", ""tus"", ""tuyo/a"" (not ""os"", ""vuestro"", etc.)<br>• Ejemplos:<br> - ""Vos y tu hermano"" (You and your brother)<br> - ""Te vi ayer"" (I saw you yesterday)"
Variantes Regionales,"Construcciones especiales con ""vos""","• ""Gracias por vos + infinitivo"":<br> - Estructura menos común, mezclando ""vos"" con construcciones de infinitivo<br> - Ejemplo: ""Gracias por vos ayudarme"" (Thanks for you helping me)<br> - Forma estándar: ""Gracias por tu ayuda"" (Thanks for your help)"
Variantes Regionales,Pronunciación de Ll/Y en Argentina,"• Característica: Sonido ""sh"" (/ʃ/) para ""ll"" y ""y""<br>• Ejemplo: ""Llego"" pronunciado como ""shego""<br>• Fenómeno: ""Sheísmo"" o ""yeísmo rehilado"""
Variantes Regionales,Vocabulario argentino: Indumentaria,"• ""Pulóver"" / ""Buzo"": Suéter, jersey (sweater)<br>• Ejemplo: ""Llevá un buzo que va a hacer frío"" (Take a sweater because it's going to be cold)"
Variantes Regionales,Vocabulario argentino: Dinero,"• ""Biyuya"": Money (colloquial)<br>• Ejemplo: ""No tengo biyuya para salir este fin de semana"" (I don't have money to go out this weekend)"
Variantes Regionales,Vocabulario argentino: Personas,"• ""Pibe"" / ""Piba"": Chico/a, joven (kid, young person)<br>• Ejemplo: ""Los pibes están jugando en la plaza"" (The kids are playing in the square)"
Variantes Regionales,Vocabulario argentino: Estados,"• ""Fiaca"": Pereza, desgana (laziness)<br>• Ejemplo: ""Hoy tengo fiaca, no quiero salir de casa"" (Today I feel lazy, I don't want to leave the house)"
Variantes Regionales,Vocabulario argentino: Situaciones,"• ""Cambalache"": Desorden, confusión (mess, chaos)<br>• Ejemplo: ""La habitación es un cambalache"" (The room is a mess)"
Variantes Regionales,Vocabulario argentino: Autenticidad,"• ""Trucho/a"": Falso, de mala calidad (fake, low quality)<br>• Ejemplo: ""El reloj que compré es trucho"" (The watch I bought is fake)<br>• ""Hacerse el trucha"": Hacerse el listo (to act smart)"
Variantes Regionales,Vocabulario argentino: Tecnología,"• ""Auriculares"": Headphones (Argentina)<br>• ""Audífonos"": Headphones (otros países hispanohablantes)<br>• Ejemplo: ""Me compré unos auriculares nuevos"" (I bought new headphones)"
Variantes Regionales,Vocabulario argentino: Gastronomía,"• ""Un Feca"": Un café (coffee)<br>• Ejemplo: ""Vamos a tomar un feca"" (Let's have a coffee)"
Variantes Regionales,Arruchar (Argentina),"• Significado: Aplastar, apretar, acurrucarse<br>• Traducción: To squish, to cuddle, to curl up<br>• Ejemplo: ""Se arruchó contra mí para entrar en calor"" (He/she cuddled up against me to warm up)"
Términos Educativos,Jardín de infantes/Jardín,"• Significado: Nivel educativo para niños de 3-5 años<br>• Traducción: Kindergarten, preschool<br>• Ejemplo: ""Mi hijo va al jardín de infantes"" (My son goes to kindergarten)"
Términos Educativos,Colonias de natación,"• Significado: Programas intensivos de natación en vacaciones<br>• Traducción: Swimming camps/schools<br>• Ejemplo: ""En verano asistía a las colonias de natación"" (In summer he/she attended swimming camps)"
Términos Educativos,Éramos chicas,"• Significado: Expresión de juventud pasada (femenino)<br>• Traducción: We were young girls<br>• Ejemplo: ""Cuando éramos chicas, jugábamos en la plaza"" (When we were girls, we used to play in the square)"
Términos Educativos,Cobro/Cobrar,"• Significado: Recaudación de pagos por servicios<br>• Traducción: Collection/To collect payment<br>• Ejemplo: ""El cobro de la matrícula es en secretaría"" (Tuition payment collection is in the secretary's office)"
Términos Educativos,Directivos,"• Significado: Personal de dirección en institución educativa<br>• Traducción: Administrators, directors<br>• Ejemplo: ""Los directivos decidieron suspender las clases"" (The administrators decided to cancel classes)"
Términos Educativos,Promedio,"• Significado: Media aritmética de calificaciones<br>• Traducción: Average, grade point average<br>• Ejemplo: ""Necesito un ocho para mantener el promedio"" (I need an eight to maintain my average)"
Términos Educativos,Tacha,"• Significado: Marca que indica error o ausencia<br>• Traducción: Cross-out, mark<br>• Ejemplo: ""El profesor puso una tacha en mi respuesta incorrecta"" (The teacher put a mark on my incorrect answer)"
Términos Educativos,Desnivel,"• Significado: Diferencia de altura en una superficie<br>• Traducción: Unevenness, drop, slope<br>• Ejemplo: ""Cuidado con el desnivel al entrar al aula"" (Be careful with the uneven surface when entering the classroom)"
Términos Educativos,Tocamos feriado,"• Significado: Coincidimos con un día festivo<br>• Traducción: We happen to have a holiday<br>• Ejemplo: ""Este lunes tocamos feriado, no hay clases"" (This Monday is a holiday, there are no classes)"
Términos Educativos,No es tan continua,"• Significado: No ocurre con regularidad constante<br>• Traducción: It's not so continuous/regular<br>• Ejemplo: ""La asistencia no es tan continua durante el invierno"" (Attendance is not so regular during winter)"
Términos Educativos,Ha estado volviéndose,"• Significado: Proceso gradual que comenzó en el pasado y continúa<br>• Traducción: It has been becoming<br>• Ejemplo: ""La educación ha estado volviéndose más tecnológica"" (Education has been becoming more technological)"
Actividad Física,Entrenamiento con pesas,"• Significado: Ejercicio físico que utiliza resistencia para desarrollar fuerza y musculatura<br>• Traducción: Weight training<br>• Ejemplos:<br> - ""Hago entrenamiento con pesas tres veces por semana"" (I do weight training three times a week)<br> - ""El entrenamiento con pesas ha mejorado mi postura"" (Weight training has improved my posture)"
Actividad Física,Acondicionamiento,"• Significado: Preparación física general para mejorar salud y rendimiento<br>• Traducción: Conditioning<br>• Ejemplos:<br> - ""Sesión de acondicionamiento físico"" (Physical conditioning session)<br> - ""Clases de acondicionamiento cardiovascular"" (Cardiovascular conditioning classes)"
Actividad Física,Alzar pesos,"• Significado: Acción de levantar elementos pesados como forma de ejercicio<br>• Traducción: Lifting weights<br>• Ejemplos:<br> - ""Alzar pesos regularmente fortalece los músculos"" (Lifting weights regularly strengthens muscles)<br> - ""No alces pesos sin calentar primero"" (Don't lift weights without warming up first)"
Actividad Física,Rondas / ciclos,"• Significado: Series repetidas de ejercicios en entrenamiento<br>• Traducción: Rounds / cycles<br>• Ejemplos:<br> - ""Hice cuatro rondas de ejercicios"" (I did four rounds of exercises)<br> - ""Este programa tiene ciclos de tres semanas"" (This program has three-week cycles)"
Actividad Física,Caminadora,"• Significado: Máquina de ejercicio para caminar o correr sin desplazarse<br>• Traducción: Treadmill<br>• Ejemplos:<br> - ""Empecé con 20 minutos en la caminadora"" (I started with 20 minutes on the treadmill)<br> - ""La caminadora tiene diferentes niveles de inclinación"" (The treadmill has different incline levels)"
Actividad Física,Trabajar duro,"• Significado: Realizar esfuerzo físico o mental intenso<br>• Traducción: To work hard<br>• Ejemplos:<br> - ""Hay que trabajar duro para ver resultados"" (You have to work hard to see results)<br> - ""El equipo trabajó duro durante toda la temporada"" (The team worked hard throughout the season)"
Actividad Física,Dependiendo de cuán duro jalas,"• Significado: Según la intensidad del esfuerzo realizado<br>• Traducción: Depending on how hard you pull<br>• Ejemplos:<br> - ""Los resultados varían dependiendo de cuán duro jalas en cada ejercicio"" (Results vary depending on how hard you pull in each exercise)"
Actividad Física,"Uso de ""cuán""","• Función: Expresar intensidad delante de adjetivos o adverbios<br>• Traducción: ""How"" (in expressions of intensity)<br>• Equivalente coloquial: ""Qué tan""<br>• Estructura: ""Cuán + adjetivo/adverbio""<br>• Ejemplos correctos:<br> - ""¡Cuán grande es este lugar!"" - ""How big this place is!""<br> - ""No sabes cuán importante fue tu ayuda"" - ""You don't know how important your help was""<br>• Usos incorrectos (para sustantivos se usa ""cuánto""):<br> - ❌ ""Cuán dinero necesitas""<br> - ✅ ""Cuánto dinero necesitas"" - ""How much money do you need"""
Expresiones de Obligación,Ya toca que...,"• Significado: Ha llegado el momento de que ocurra algo<br>• Traducción: It's time that..., It's about time that...<br>• Ejemplos:<br> - ""Ya toca que se responsabilice de sus cosas"" (It's time for him/her to take responsibility for his/her things)"
Expresiones de Adición,Y encima / Y aparte / Además / También,"• Significados:<br> - ""Y encima"": Añade algo negativo sobre lo ya mencionado (And on top of that)<br> - ""Y aparte"": Añade información complementaria (And besides)<br> - ""Además"": Forma neutral de añadir información (Furthermore, moreover)<br> - ""También"": Indica inclusión simple (Also, too)<br>• Ejemplos:<br> - ""Es inteligente y encima guapa"" (She's intelligent and on top of that beautiful)"
Verbos de Difusión,Regar (información),"• Significado figurado: Difundir, esparcir (especialmente noticias o información)<br>• Traducción: To spread (information)<br>• Ejemplo: ""La noticia que se regó por to"
Actividad Física,Entrenamiento con pesas,"• Significado: Ejercicio físico que utiliza resistencia para desarrollar fuerza y musculatura<br>• Traducción: Weight training<br>• Ejemplos:<br> - ""Hago entrenamiento con pesas tres veces por semana"" (I do weight training three times a week)<br> - ""El entrenamiento con pesas ha mejorado mi postura"" (Weight training has improved my posture)"
Actividad Física,Acondicionamiento,"• Significado: Preparación física general para mejorar salud y rendimiento<br>• Traducción: Conditioning<br>• Ejemplos:<br> - ""Sesión de acondicionamiento físico"" (Physical conditioning session)<br> - ""Clases de acondicionamiento cardiovascular"" (Cardiovascular conditioning classes)"
Actividad Física,Alzar pesos,"• Significado: Acción de levantar elementos pesados como forma de ejercicio<br>• Traducción: Lifting weights<br>• Ejemplos:<br> - ""Alzar pesos regularmente fortalece los músculos"" (Lifting weights regularly strengthens muscles)<br> - ""No alces pesos sin calentar primero"" (Don't lift weights without warming up first)"
Actividad Física,Rondas / ciclos,"• Significado: Series repetidas de ejercicios en entrenamiento<br>• Traducción: Rounds / cycles<br>• Ejemplos:<br> - ""Hice cuatro rondas de ejercicios"" (I did four rounds of exercises)<br> - ""Este programa tiene ciclos de tres semanas"" (This program has three-week cycles)"
Actividad Física,Caminadora,"• Significado: Máquina de ejercicio para caminar o correr sin desplazarse<br>• Traducción: Treadmill<br>• Ejemplos:<br> - ""Empecé con 20 minutos en la caminadora"" (I started with 20 minutes on the treadmill)<br> - ""La caminadora tiene diferentes niveles de inclinación"" (The treadmill has different incline levels)"
Actividad Física,Trabajar duro,"• Significado: Realizar esfuerzo físico o mental intenso<br>• Traducción: To work hard<br>• Ejemplos:<br> - ""Hay que trabajar duro para ver resultados"" (You have to work hard to see results)<br> - ""El equipo trabajó duro durante toda la temporada"" (The team worked hard throughout the season)"
Actividad Física,Dependiendo de cuán duro jalas,"• Significado: Según la intensidad del esfuerzo realizado<br>• Traducción: Depending on how hard you pull<br>• Ejemplos:<br> - ""Los resultados varían dependiendo de cuán duro jalas en cada ejercicio"" (Results vary depending on how hard you pull in each exercise)<br> - ""Sentirás diferentes músculos dependiendo de cuán duro jalas la máquina"" (You'll feel different muscles depending on how hard you pull the machine)"
Actividad Física,"Uso de ""cuán""","• Función: Expresar intensidad delante de adjetivos o adverbios<br>• Traducción: ""How"" (in expressions of intensity)<br>• Equivalente coloquial: ""Qué tan""<br>• Estructura: ""Cuán + adjetivo/adverbio""<br>• Ejemplos correctos:<br> - ""¡Cuán grande es este lugar!"" - ""How big this place is!"" (equivale a ""¡Qué tan grande!"")<br> - ""No sabes cuán importante fue tu ayuda"" - ""You don't know how important your help was""<br> - ""Descubrí cuán rápido pasa el tiempo"" - ""I discovered how quickly time passes""<br>• Usos incorrectos (para sustantivos se usa ""cuánto""):<br> - ❌ ""Cuán dinero necesitas""<br> - ✅ ""Cuánto dinero necesitas"" - ""How much money do you need"""
Expresiones de Obligación,Ya toca que...,"• Significado: Ha llegado el momento de que ocurra algo<br>• Traducción: It's time that..., It's about time that...<br>• Ejemplos:<br> - ""Ya toca que se responsabilice de sus cosas"" (It's time for him/her to take responsibility for his/her things)<br> - ""Ya toca que asumamos nuestros errores"" (It's time for us to own up to our mistakes)"
Expresiones de Adición,Y encima / Y aparte / Además / También,"• Significados:<br> - ""Y encima"": Añade algo negativo sobre lo ya mencionado (And on top of that)<br> - ""Y aparte"": Añade información complementaria (And besides)<br> - ""Además"": Forma neutral de añadir información (Furthermore, moreover)<br> - ""También"": Indica inclusión simple (Also, too)<br>• Ejemplos:<br> - ""Lo que me faltaba, aparte de tarada, paralítica"" (Just what I needed, besides being crazy, now paralyzed)<br> - ""Es inteligente y encima guapa"" (She's intelligent and on top of that beautiful)<br> - ""Con unas piernas y unas pompis de concurso y aparte es adivina"" (With competition-worthy legs and buttocks and besides she's psychic)"
Expresiones de Obligación,Me parece que ... hacerlo a ti,"• Estructura completada: ""Me parece que te toca hacerlo a ti""<br>• Traducción: I think it's your turn to do it<br>• Significado: Sugerencia de que corresponde a otra persona realizar una acción<br>• Ejemplos:<br> - ""Me parece que te toca hacerlo a ti esta vez"" (I think it's your turn to do it this time)<br> - ""Me parece que le toca hacerlo a él ahora"" (I think it's his turn to do it now)"
Verbos de Difusión,Regar (información),"• Significado figurado: Difundir, esparcir (especialmente noticias o información)<br>• Traducción: To spread (information)<br>• Ejemplo: ""La noticia que se regó por todo el pueblo"" (The news that spread throughout the town)<br>• Contexto: Coloquial, usado principalmente en Latinoamérica"
Expresiones de Olvido,Las tenía hace un momento,"• Significado: Expresión usada al buscar algo recién extraviado<br>• Traducción: I had them just a moment ago<br>• Ejemplo: ""Las llaves... las tenía hace un momento"" (The keys... I had them just a moment ago)"
Expresiones de Olvido,Es común que se te olviden tus llaves / Es común olvidarte tus llaves,"• Significado: Expresar la frecuencia de un olvido específico<br>• Traducción: It's common for you to forget your keys<br>• Variantes:<br> - ""Se te olviden"": Forma con subjuntivo, más formal<br> - ""Olvidarte"": Infinitivo con pronombre, más coloquial"
Términos de Entretenimiento,La Casa de Papel,• Significado: Serie de televisión española popular<br>• Traducción: Money Heist (English title)<br>• Contexto: Referencia cultural contemporánea
Expresiones de Cambio,Repentino vs. De repente,"• ""Repentino"": Adjetivo que califica algo súbito (sudden - adjective)<br> - Ejemplo: ""Un cambio repentino"" (A sudden change)<br>• ""De repente"": Locución adverbial que indica acción súbita (suddenly - adverb)<br> - Ejemplo: ""De repente, comenzó a llover"" (Suddenly, it started to rain)"
Expresiones de Motivación,Poner/Dar a motivar,"• Significado: Inspirar, animar a alguien<br>• Traducción: To motivate, to inspire<br>• Ejemplos:<br> - ""El discurso nos puso a motivar"" (The speech motivated us)<br> - ""La coach dio a motivar al equipo"" (The coach motivated the team)"
Expresiones de Acción,Prendí la cámara,"• Significado: Encender o activar un dispositivo electrónico<br>• Traducción: I turned on the camera<br>• Notas regionales: ""Prender"" es más común en Latinoamérica, ""encender"" en España"
Expresiones de Acción,Prender vs. Mostrar,"• ""Prender"": Encender, activar (to turn on)<br> - Ejemplo: ""Prendí la televisión"" (I turned on the TV)<br>• ""Mostrar"": Exhibir, enseñar (to show)<br> - Ejemplo: ""Mostró sus fotos de vacaciones"" (He/she showed his/her vacation photos)"
Expresiones de Oportunidad,Chance,"• Significado: Oportunidad, posibilidad<br>• Traducción: Chance, opportunity<br>• Ejemplos:<br> - ""Dame un chance de explicarte"" (Give me a chance to explain to you)<br> - ""¿Hay chance de terminar hoy?"" (Is there a chance to finish today?)<br>• Uso: Coloquial, común en México y varios países latinoamericanos"
Expresiones Figuradas,Libro abierto,"• Significado figurado: Persona transparente, sin secretos<br>• Traducción: Open book (same figurative meaning in English)<br>• Ejemplo: ""Mi vida es un libro abierto"" (My life is an open book)"
Expresiones de Apoyo,Aportar vs. Apoyar,"• ""Aportar"": Contribuir, dar algo valioso (to contribute)<br> - Ejemplo: ""Aporta ideas innovadoras al proyecto"" (He/she contributes innovative ideas to the project)<br>• ""Apoyar"": Respaldar, dar soporte (to support)<br> - Ejemplo: ""Apoya a su equipo en momentos difíciles"" (He/she supports his/her team in difficult times)"
Expresiones de Apoyo,Proporcionar,"• Significado: Proveer, suministrar<br>• Traducción: To provide, to supply<br>• Ejemplos:<br> - ""Proporcionar información detallada"" (To provide detailed information)<br> - ""El gobierno proporciona servicios básicos"" (The government provides basic services)"
Expresiones de Retraso,Se retrasaba / Atrasar / Posponer,"• ""Se retrasaba"": Acción continua en el pasado de demorarse (He/she was running late)<br> - Ejemplo: ""Siempre se retrasaba para las reuniones"" (He/she was always late for meetings)<br>• ""Atrasar"": Hacer que algo ocurra más tarde (to delay)<br> - Ejemplo: ""Atrasaron la fecha de entrega"" (They delayed the delivery date)<br>• ""Posponer"": Cambiar para una fecha posterior (to postpone)<br> - Ejemplo: ""Posponer la boda por mal tiempo"" (To postpone the wedding due to bad weather)"
Términos Académicos,Dar evaluaciones,"• Significado: Realizar pruebas o examinar conocimientos<br>• Traducción: To give tests/evaluations<br>• Ejemplo: ""El profesor da evaluaciones cada mes"" (The professor gives tests every month)"
Términos Académicos,Proporcionar vs. Dar,"• ""Proporcionar"": Más formal, implica provisión adecuada (to provide - formal)<br> - Ejemplo: ""Proporcionar recursos educativos"" (To provide educational resources)<br>• ""Dar"": Más general y coloquial (to give - general)<br> - Ejemplo: ""Dar una clase"" (To give a class)"
Expresiones de Movimiento,Yo me iba,"• Significado: Expresión de movimiento o acción habitual en el pasado<br>• Traducción: I used to go, I was going<br>• Ejemplo: ""Yo me iba temprano a la escuela"" (I used to go to school early)"
Términos de Mobiliario,La parte de sillas,"• Significado: Sección o área donde se encuentran las sillas<br>• Traducción: The seating area, the chair section<br>• Ejemplo: ""La ceremonia será en la parte de sillas del auditorio"" (The ceremony will be in the seating area of the auditorium)"
Términos de Mobiliario,Mesa doble,"• Significado: Mesa para dos personas o de doble tamaño<br>• Traducción: Double desk, two-person table<br>• Ejemplo: ""Los estudiantes se sientan en mesas dobles"" (The students sit at double desks)"
Términos de Mobiliario,Pupitre,"• Significado: Mueble escolar con superficie para escribir y espacio para guardar útiles<br>• Traducción: School desk<br>• Ejemplo: ""Cada alumno tiene su pupitre"" (Each student has their desk)"
Profesiones y Espacios,Acompañante,"• Significado: Persona que va con otra como apoyo o compañía<br>• Traducción: Companion, escort<br>• Ejemplo: ""El paciente vino con un acompañante"" (The patient came with a companion)"
Profesiones y Espacios,Consultorio,"• Significado: Oficina donde profesionales (médicos, psicólogos) atienden<br>• Traducción: Office, practice (medical/professional)<br>• Ejemplo: ""El médico atiende en su consultorio"" (The doctor sees patients in his office)"
Profesiones y Espacios,Gabinete psicológico,"• Significado: Despacho profesional de un psicólogo<br>• Traducción: Psychologist's office, psychology practice<br>• Ejemplo: ""Tiene cita en el gabinete psicológico"" (He/she has an appointment at the psychology office)"
Carreras y Profesiones,Salida laboral,"• Significado: Oportunidades de empleo en determinado campo<br>• Traducción: Job prospects, employment opportunities<br>• Ejemplo: ""Esa carrera tiene buena salida laboral"" (That career has good job prospects)"
Carreras y Profesiones,Humanísticos,"• Significado: Relacionado con las humanidades<br>• Traducción: Humanistic, humanities-related<br>• Ejemplo: ""Estudios humanísticos"" (Humanistic studies)"
Carreras y Profesiones,Histología,"• Significado: Estudio de los tejidos orgánicos<br>• Traducción: Histology<br>• Ejemplo: ""Clase de histología en medicina"" (Histology class in medicine)"
Carreras y Profesiones,Tener mucho contacto,"• Significado: Interactuar frecuentemente<br>• Traducción: To have a lot of contact/interaction<br>• Ejemplo: ""En ese trabajo tienes mucho contacto con el público"" (In that job you have a lot of contact with the public)"
Carreras y Profesiones,Siendo profesor,"• Significado: En la función o rol de profesor<br>• Traducción: Being a teacher, as a teacher<br>• Ejemplo: ""Siendo profesor, debes mantener cierta distancia"" (As a teacher, you must maintain a certain distance)"
Carreras y Profesiones,Tu rango,"• Significado: Nivel jerárquico o categoría profesional<br>• Traducción: Your rank, your position<br>• Ejemplo: ""Tu rango en la empresa determina tus responsabilidades"" (Your rank in the company determines your responsibilities)"
Términos Regionales,Arruchar (Argentina),"• Significado: Aplastar, apretar, acurrucarse<br>• Traducción: To squish, to cuddle, to curl up<br>• Ejemplo: ""Se arruchó contra mí para entrar en calor"" (He/she cuddled up against me to warm up)"
Términos Específicos,Interlocutor comprensivo,"• Significado: Persona que escucha con empatía<br>• Traducción: Sympathetic interlocutor, understanding listener<br>• Ejemplo: ""Un psicólogo debe ser un interlocutor comprensivo"" (A psychologist should be an understanding listener)"
Términos Específicos,Conocimiento,"• Significado: Información, sabiduría o familiaridad adquirida<br>• Traducción: Knowledge<br>• Ejemplo: ""Tiene amplio conocimiento en física"" (He/she has extensive knowledge in physics)"
Términos Específicos,Rubro,"• Significado: Sector, categoría o área de actividad<br>• Traducción: Field, sector, category<br>• Ejemplo: ""Trabaja en el rubro de la construcción"" (He/she works in the construction sector)"
Términos Específicos,Ciudadanía,"• Significado: Condición y derechos de ser ciudadano de un país<br>• Traducción: Citizenship<br>• Ejemplo: ""Solicitó la ciudadanía española"" (He/she applied for Spanish citizenship)"
Expresiones de Intensidad,Aun así,"• Significado: A pesar de eso, no obstante<br>• Traducción: Even so, nevertheless<br>• Ejemplo: ""Estaba cansado, aun así continuó trabajando"" (He was tired, even so he continued working)"
Expresiones de Intensidad,Sumamente,"• Significado: En grado extremo, muy<br>• Traducción: Extremely, highly<br>• Ejemplo: ""Estoy sumamente agradecido por tu ayuda"" (I am extremely grateful for your help)"
Términos Específicos,Las dunas de Coro,"• Significado: Formaciones de arena en Coro, Venezuela<br>• Traducción: The dunes of Coro<br>• Ejemplo: ""Visitamos las dunas de Coro durante nuestro viaje"" (We visited the dunes of Coro during our trip)"
Expresiones de Tiempo,Madrugar temprano,"• Significado: Levantarse muy temprano (expresión con cierta redundancia)<br>• Traducción: To get up very early (redundant expression)<br>• Ejemplo: ""Hay que madrugar temprano para llegar a tiempo"" (We need to get up very early to arrive on time)<br>• Nota: ""Madrugar"" ya implica levantarse temprano, por lo que ""madrugar temprano"" enfatiza la idea de hacerlo muy temprano"
Movilidad y Traslados,Nos mudábamos,"• Significado: Acción en pasado de cambiar de vivienda o ubicación<br>• Traducción: We were moving/relocating<br>• Tiempo verbal: Pretérito imperfecto (acción habitual o en desarrollo en el pasado)<br>• Ejemplo: ""Nos mudábamos cada dos años por el trabajo de mi padre"""
Movilidad y Traslados,Los mudaban / Los trasladaban,"• Significado: Alguien movía a otras personas de ubicación<br>• Traducción: They were moving them / They were transferring them<br>• Diferencias:<br> - ""Mudar"": Cambiar completamente de ubicación o vivienda<br> - ""Trasladar"": Mover de un lugar a otro, no necesariamente permanente<br>• Ejemplos:<br> - ""Los mudaban a un nuevo edificio tras el incendio""<br> - ""Los trasladaban en autobús al centro deportivo"""
Movilidad y Traslados,Salidas de campo,"• Significado: Actividad académica o laboral fuera del lugar habitual<br>• Traducción: Field trips (academic context)<br>• Contexto: Ámbito educativo o profesional con propósito de aprendizaje o investigación<br>• Ejemplos:<br> - ""Organizaron salidas de campo para estudiar la flora local""<br> - ""La salida de campo incluyó visitas a tres yacimientos arqueológicos"""
Movilidad y Traslados,Excursiones,"• Significado: Viaje recreativo o educativo de corta duración<br>• Traducción: Excursions, field trips<br>• Equivalente en inglés: ""Field trips"" (contexto educativo)<br>• Ejemplos:<br> - ""Las excursiones escolares son muy educativas""<br> - ""Organizaron una excursión al museo para los estudiantes"""
Movilidad y Traslados,El transporte,"• Significado: Medio para desplazar personas o mercancías<br>• Traducción: Transportation<br>• Ejemplos:<br> - ""El transporte público es eficiente en esta ciudad""<br> - ""El costo del transporte aumentó este año"""
Movilidad y Traslados,Expresiones de costo,"• ""Es el mayor gasto"" (It is the biggest expense)<br>• ""El gasto mayor"" (The major expense)<br>• ""El mayor"" (The biggest/largest)<br>• ""El costo máximo"" (The maximum cost)<br>• Ejemplos:<br> - ""El transporte es el mayor gasto para muchas familias""<br> - ""Establecieron el costo máximo por persona"""
Expresiones Religiosas,Rogando a Dios,"• Significado: Pidiendo a Dios con devoción o desesperación<br>• Traducción: Begging/praying to God<br>• Ejemplo: ""Estaba rogando a Dios que su hijo se recuperara"""
Expresiones Religiosas,Rogar,"• Significado: Pedir con insistencia y humildad<br>• Traducción: To beg, to plead<br>• Ejemplos:<br> - ""Le rogué que me perdonara"" (I begged him/her to forgive me)<br> - ""Te ruego que consideres mi caso"" (I beg you to consider my case)"
Expresiones Religiosas,Rezar / Orar,"• Significado: Dirigirse a una divinidad en oración<br>• Traducción: To pray<br>• Diferencia:<br> - ""Rezar"": Más asociado a oraciones establecidas o rituales<br> - ""Orar"": Más asociado a comunicación personal con la divinidad<br>• Ejemplos:<br> - ""Reza el rosario todas las noches"" (He/she prays the rosary every night)<br> - ""Ora en silencio antes de dormir"" (He/she prays silently before sleeping)"
Expresiones Religiosas,Ruegas a Dios cuando estás en medio del peligro,"• Significado: En situaciones de emergencia se tiende a suplicar con intensidad<br>• Traducción: You pray/beg God when you are in danger<br>• Ejemplo: ""Cuando el avión empezó a sacudirse, todos rogaban a Dios"""
Expresiones Religiosas,Rezas cuando estás en calma,"• Significado: La oración como práctica regular en momentos de tranquilidad<br>• Traducción: You pray when you are calm<br>• Ejemplo: ""Reza cada noche antes de acostarse"""
Términos de Ingeniería,Petróleo,"• Significado: Sustancia natural compuesta de hidrocarburos<br>• Traducción: Petroleum, oil<br>• Ejemplo: ""La economía del país depende del petróleo"""
